event_id,event_name,phase_id,phase_name,event_type,source_keyword,note_id,note_url_public,title,desc,tag_list,publish_time_bj,publish_date_bj,creator_hash,nickname,public_ip_location,liked_count_num,collected_count_num,comment_count_num,share_count_num,representative_score,representative_rank_in_phase,is_representative_sample,is_marketing,content_type,collected_device,collected_account,collected_at_bj
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考结束,6a27c7a20000000035030206,https://www.xiaohongshu.com/explore/6a27c7a20000000035030206,这个世界很大，只是高考前我们的天地很小,"20年高考结束后爸妈带我去买第一部自己的手机，就在挑手机的过程中，高考分数出了。当时爸妈和柜台阿姨都鼓励我现场查分，但我查完分后当场就从商场里跑了出去，头也不回地跑回了家。
	
我的语文考了有史以来最低分，我无法接受那个成绩，出分后便一直吵着复读。爸妈不同意，觉得已经很好了，帮我填了志愿。
	
那个暑假我是怎么过的呢，我觉得很自卑，认识的人似乎都比我考得好，甚至学校还做了一张“蹭饭图”，你在上面可以看到每个人的去处。图挺好的，就是对那时候的我来说像是在提醒着我和周围人的差距。
	
我当时认为，我大概会在那些比我考的好的人面前一辈子抬不起头。后面我步入大学，认识了各种各样的人，有了更多样的喜悲、更多样的生活。
	
说实话，我最感激的事就是当年没去复读。不是说复读不好，而是我当时的心态根本就不正常，也不适合复读。我将我的整个人生压铸在那场考试中。仿佛我就是为高考而活，一个考试可以决定我的全部。
	
直到我发现，过了那个七月，我的人生仍在继续。
	
那个暑假跟我一起出去玩的朋友们也没有人提起高考，过于在乎这件事的或许只有那时偏执的我。
	
六年后的我会发现，原来人生可以这么辽阔。我想说的倒不是学业方面，而是原来世界这么大，你可以选择任何一种生活。
	
那时苦恼英语完形的我不会想到，自己现在凭着爱好在学德语法语日语等各种语言；
那时常感到孤独的我不会想到，自己会认识这么多有趣的朋友，而有一天自己也学会了和自己相处；
那时决定一辈子不离开自己长大的城市的我，怎会想到后来自己会一个人去很多地方，走很远的路，反击偏见与不公，甚至来到了美国；
那时候只会在小号里写下大量负能的我也不会想到，总有人会理解你，和你产生共鸣，未来会有很多人看你写的文字。
	
高考后的我才感受到多元化的力量，明白人绝不能把自己的生命全部压在一件事情上，这样的执念会毁了你。当你的生活变得更多样，有更多的爱支撑，你才能长久健康地生活。
	
这个世界很大，只是高考前我们的天地很小。
小到只有厚厚的试卷，日复一日的学校和用来衡量我们价值的分数。
	
但未来会不一样，即使这个世界上有很多你不擅长的东西，没关系，总会有你的一席之地。
	
请一直往前走、一直往前走，你们一定会相见。
	
#2026高考季[话题]# #我与高考的难忘经历[话题]# #高考不是终点[话题]# #高考[话题]# #自我和解[话题]# #执念[话题]# #复读[话题]#","2026高考季,我与高考的难忘经历,高考不是终点,高考,自我和解,执念,复读",2026-06-09 15:58:26,2026-06-09,ddf1aca0494a60b6,叫***吧,美国,28000,5129,631,1019,42189,11,True,False,exam_scene,A,account_a,2026-07-04T17:53:35
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考结束,6a27fa75000000001503cd39,https://www.xiaohongshu.com/explore/6a27fa75000000001503cd39,当游戏玩家第一个走出高考考场,#游戏博主日常分享[话题]# #游戏日常[话题]# #手机游戏[话题]# #高考不是结束而是新的开始[话题]# #考完看世界[话题]# #高考结束做什么[话题]# #人生是一场游戏[话题]# #游戏玩家的日常[话题]# #高考[话题]# #高考加油[话题]#,"游戏博主日常分享,游戏日常,手机游戏,高考不是结束而是新的开始,考完看世界,高考结束做什么,人生是一场游戏,游戏玩家的日常,高考,高考加油",2026-06-09 19:35:17,2026-06-09,a7c3562cdefc11cd,巅***桃,浙江,27000,2700,896,1534,38156,13,True,False,blessing,A,account_a,2026-07-04T17:53:35
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考结束,6a254d0f00000000210203f2,https://www.xiaohongshu.com/explore/6a254d0f00000000210203f2,不同省份高考生高考结束后的生活,#猫meme[话题]# #内容过于真实[话题]# #搞笑[话题]# #南北差异[话题]# #高考后[话题]# #暑假工[话题]#,"猫meme,内容过于真实,搞笑,南北差异,高考后,暑假工",2026-06-07 18:50:55,2026-06-07,7169c08b774bf332,香***活,江苏,22000,1557,3503,4307,44237,10,True,False,exam_scene,A,account_a,2026-07-04T17:53:35
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考结束,6a28342d0000000015027b1b,https://www.xiaohongshu.com/explore/6a28342d0000000015027b1b,记录一下高考后…,"今天总算是考完了，下午政治结束后出考场，外面太阳大大的，周围欢声笑语大家都很开心。曾经特别向往高考后的生活，可真当轮到我的时候我却特别平淡，感觉像是高三中的某个模考结束了，还会有无数场考试等着我，曾经感受到的压力还未完全褪却，哈哈哈可能是我一时间适应不过来，待我明天睡到10点看各种电视剧打各种游戏或许又会重新振奋起来吧！[萌萌哒R]
考完试被妈妈接到了，送了我一大捧花，在考点拍了几张照后就直奔手机店，拿下人生中第一部手机（嗯对，家长说大学才给我买手机），其实也挺恍惚的，盯着手机看了很久，心想这手机竟然是我自己的吗？哈哈，拿到后就一顿捣鼓，下了几个游戏，不过我也不怎么想玩，因为我的游戏号全是安卓的！[哭惹R]
后来去吃了顿大餐，逛街逛街逛街，逛了没多久就感觉自己有点电量不足了，好困我要回家睡觉💤
从今天开始我要早睡晚起！过完今晚，又是一个美好的明天。最后我想对所有高考生说：孩子，你的人生才刚刚开始[红色心形R]
#小小高考拿下[话题]##高考结束[话题]#","小小高考拿下,高考结束",2026-06-09 23:41:33,2026-06-09,981aa87322b1df2b,锦***体,安徽,22000,1093,1333,412,29009,17,True,False,exam_scene,A,account_a,2026-07-04T17:53:35
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考结束,6a297be10000000015024f2e,https://www.xiaohongshu.com/explore/6a297be10000000015024f2e,60岁的父亲赶来考点接孩子，没有鲜花和礼物，却带来了八个鸡蛋！ 这就是父爱如山！ #高考祝福[话题]# #人间有爱处处有温暖[话题]# #人间温暖[话题]# #好人一生平安[话题]# #感动瞬间[话题]# #希望天下所有老人都被善待[话题]# #人间有温情[话题]# #爱心传递温暖人间[话题]# #人间有大爱[话题]#,60岁的父亲赶来考点接孩子，没有鲜花和礼物，却带来了八个鸡蛋！ 这就是父爱如山！ #高考祝福[话题]# #人间有爱处处有温暖[话题]# #人间温暖[话题]# #好人一生平安[话题]# #感动瞬间[话题]# #希望天下所有老人都被善待[话题]# #人间有温情[话题]# #爱心传递温暖人间[话题]# #人间有大爱[话题]#,"高考祝福,人间有爱处处有温暖,人间温暖,好人一生平安,感动瞬间,希望天下所有老人都被善待,人间有温情,爱心传递温暖人间,人间有大爱",2026-06-10 22:59:45,2026-06-10,bbea05653599efd6,湖***部,湖南,18000,1266,758,2095,26996,18,True,False,blessing,A,account_a,2026-07-04T17:53:35
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a2692ab000000003502f935,https://www.xiaohongshu.com/explore/6a2692ab000000003502f935,富公哦，高考还包场,#万万没想到[话题]# #搞笑[话题]# #高考[话题]#,"万万没想到,搞笑,高考",2026-06-08 18:00:11,2026-06-08,45ad789cd2d38de9,瓜***妹,江西,10,32000,1807,12000,93431,6,True,False,general_discussion,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a27d101000000003502459f,https://www.xiaohongshu.com/explore/6a27d101000000003502459f,6月9日报道，江西南昌 高考没拿准考证，孩子妈妈及时送到考场，不料两人没沟通好，孩子在外面等妈妈，最终时间错过3分钟禁止入场，孩子妈妈崩溃，周围有人上前安慰，母女俩互相抱紧离开。#高考[话题]#  #现场一幕[话题]#  #状况[话题]#,6月9日报道，江西南昌 高考没拿准考证，孩子妈妈及时送到考场，不料两人没沟通好，孩子在外面等妈妈，最终时间错过3分钟禁止入场，孩子妈妈崩溃，周围有人上前安慰，母女俩互相抱紧离开。#高考[话题]#  #现场一幕[话题]#  #状况[话题]#,"高考,现场一幕,状况",2026-06-09 16:38:25,2026-06-09,ba86a8491b7e7a1d,哈***+,黑龙江,34000,2660,7868,3563,70050,8,True,False,exam_scene,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a27f6640000000015025789,https://www.xiaohongshu.com/explore/6a27f6640000000015025789,2026高考最后一场考试结束，考生们欢呼着冲出考场，青春最鲜活的样子就此定格#2026高考[话题]# #长沙[话题]# #青春[话题]#,2026高考最后一场考试结束，考生们欢呼着冲出考场，青春最鲜活的样子就此定格#2026高考[话题]# #长沙[话题]# #青春[话题]#,"2026高考,长沙,青春",2026-06-09 19:17:56,2026-06-09,bbb8a5f42173cf73,长***道,湖南,15000,1711,4638,1319,34974,14,True,False,exam_scene,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a293160000000002103e9f1,https://www.xiaohongshu.com/explore/6a293160000000002103e9f1,这对吗⁉️全班高考集体翻车现场‼️,#剧情[话题]# #一人分多角[话题]#   #人生巅峰时刻[话题]# #搞笑[话题]# #被考试支配的恐惧[话题]# #真实还原[话题]# #一定要看到最后[话题]# #高考[话题]# #2026高考[话题]#,"剧情,一人分多角,人生巅峰时刻,搞笑,被考试支配的恐惧,真实还原,一定要看到最后,高考,2026高考",2026-06-10 17:41:52,2026-06-10,9b6a45af7178cda7,小***屋,山东,14000,1479,101,47,17355,23,True,False,general_discussion,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a263a9f0000000016027678,https://www.xiaohongshu.com/explore/6a263a9f0000000016027678,历史名人高考翻车现场，一个比一个离谱哈哈,".
救命真的笑不活了！央视新闻这个视频真的是紧跟热点了~
	
当名人参加高考，会发生什么?一起来看看~
	
#高考采访[话题]# #高考[话题]# #2026高考[话题]# #创意[话题]# #创意广告[话题]# #万万没想到[话题]# #历史人物[话题]# #脑洞[话题]# #央视新闻[话题]#
	
视频转载自：央视新闻","高考采访,高考,2026高考,创意,创意广告,万万没想到,历史人物,脑洞,央视新闻",2026-06-08 11:44:31,2026-06-08,d7ef51e39b4ab0d1,顶***榜,福建,10000,1630,140,1027,15734,24,True,False,general_discussion,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a268faa00000000150244db,https://www.xiaohongshu.com/explore/6a268faa00000000150244db,提前交卷，人大附中第一个走出考场的学生，他的心境如此通透#人大附中[话题]# #考生采访[话题]# #现场实拍[话题]# #高考那些事[话题]#,提前交卷，人大附中第一个走出考场的学生，他的心境如此通透#人大附中[话题]# #考生采访[话题]# #现场实拍[话题]# #高考那些事[话题]#,"人大附中,考生采访,现场实拍,高考那些事",2026-06-08 17:47:22,2026-06-08,af47b625ee81e2f4,李***俊,北京,9045,1030,302,569,13149,25,True,False,exam_scene,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a2506720000000016025bc9,https://www.xiaohongshu.com/explore/6a2506720000000016025bc9,"📢高考真的考了琵琶行❗
#奇然[话题]# #沈谧仁[话题]# #琵琶行[话题]# #高考[话题]# #现场live[话题]#","📢高考真的考了琵琶行❗
#奇然[话题]# #沈谧仁[话题]# #琵琶行[话题]# #高考[话题]# #现场live[话题]#","奇然,沈谧仁,琵琶行,高考,现场live",2026-06-07 13:49:38,2026-06-07,6ed1bd4cdb4ad5f5,豆***汤,山东,5038,608,157,110,6945,30,True,False,general_discussion,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a2797150000000021020958,https://www.xiaohongshu.com/explore/6a2797150000000021020958,高考结束！！！这就是青春散场的模样吧！！！！！,"2026高考结束了！！成都街头偶遇
成都人的高考应援好温暖啊
祝各位考生都金榜题名呀
努力过也算是无悔青春啊
	
家人们还带上了兵王提⽓杯🍃
⽩兰⻘提冰茶和冰奶都好清爽
寓意真的也好棒啊！！！
	
#兵⽴王[话题]# #兵立王青提[话题]# #我的青春落幕了[话题]# #高考应援团[话题]# #致高考[话题]# #成都旅游攻略[话题]# #直击2026高考现场[话题]# #高考祝福[话题]# #2026高考季[话题]# #生活需要分享欲[话题]# #高考不是结束而是新的开始[话题]# #高考结束做什么[话题]# #成都[话题]# #青春是一场盛夏[话题]# #考完就可以去看世界了[话题]# #那是我们再也回不去的青春[话题]#","兵⽴王,兵立王青提,我的青春落幕了,高考应援团,致高考,成都旅游攻略,直击2026高考现场,高考祝福,2026高考季,生活需要分享欲,高考不是结束而是新的开始,高考结束做什么,成都,青春是一场盛夏,考完就可以去看世界了,那是我们再也回不去的青春",2026-06-09 12:31:17,2026-06-09,bb5bd7c6367bad64,吾***山,四川,4578,197,128,203,5762,32,True,False,blessing,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a277d7100000000080324ef,https://www.xiaohongshu.com/explore/6a277d7100000000080324ef,高考结束啦～,"祝各位考生前程似锦💖或者，自由生长就好~
自由生长最好！
	
感谢小红书@薯队长@薯队长@热点薯 @REDstudio 推荐[大笑R]十年前帮我记录下出高考考场瞬间的摄影师老师，给我发来了更多当年的原图。一个命运的回环˶>ᗜ<˶
	
2026，我们毕业十周年了——
上周参加了附中伙伴们的婚礼。现场是一个大型同学聚会¯꒳¯很多同学从香港、甚至从美国赶回来，只为能再次见证彼此重要的时刻。大家从对方身上都看到了什么呢，好好奇，希望还能有个返校的大聚会（虽然从初中起，年级每次都赶上当届大型活动的取消，就像有人照相会恰巧闭眼一样[笑哭R]）
不过也没关系
变与不变都好
有缘会再见的hh
向前、向前🦖🦖🦖
	
#人大附中[话题]# #高考祝福[话题]# #rdfz[话题]# #毕业拍照[话题]# #高考加油[话题]# #高考上岸[话题]# #高考应援团[话题]# #2026高考季[话题]# #2026高考[话题]# #2026高考加油[话题]#","人大附中,高考祝福,rdfz,毕业拍照,高考加油,高考上岸,高考应援团,2026高考季,2026高考,2026高考加油",2026-06-09 10:41:53,2026-06-09,74292b7eb9ccefe2,张***仪,北京,3988,376,76,142,5252,34,True,False,blessing,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a2557a10000000021008e3e,https://www.xiaohongshu.com/explore/6a2557a10000000021008e3e,6月7日，广东深圳，深圳高考送考队伍狗狗成新宠，上午就有家长牵着狗狗来送考，下午考完数学一男生更是无缝衔接遛狗，现场淡定称：它是来接我回去的。第一现场记者问狗狗来接你，有没有更踏实一点？考生笑称：没有，你看它捣乱的样子就知道。#2026高考[话题]#  #宠物狗送考[话题]#  #直击第一现场[话题]#  #全抖音为2026高考加油[话题]#,6月7日，广东深圳，深圳高考送考队伍狗狗成新宠，上午就有家长牵着狗狗来送考，下午考完数学一男生更是无缝衔接遛狗，现场淡定称：它是来接我回去的。第一现场记者问狗狗来接你，有没有更踏实一点？考生笑称：没有，你看它捣乱的样子就知道。#2026高考[话题]#  #宠物狗送考[话题]#  #直击第一现场[话题]#  #全抖音为2026高考加油[话题]#,"2026高考,宠物狗送考,直击第一现场,全抖音为2026高考加油",2026-06-07 19:36:01,2026-06-07,4aa4c11a2e03fe5e,深***场,广东,3972,136,72,351,5162,35,True,False,blessing,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a26c0920000000007012041,https://www.xiaohongshu.com/explore/6a26c0920000000007012041,高考现场，女孩进考场前，突然转身，给妈妈深深鞠了三躬。妈妈瞬间泪崩，眼泪再也止不住，网友：“教书育人”从来都不单指成绩，孩子不管考的什么样，已经成功了,高考现场，女孩进考场前，突然转身，给妈妈深深鞠了三躬。妈妈瞬间泪崩，眼泪再也止不住，网友：“教书育人”从来都不单指成绩，孩子不管考的什么样，已经成功了,,2026-06-09 16:30:09,2026-06-09,5c2e4d2bf49c5e23,常***国,河南,3391,225,32,24,3985,38,True,False,exam_scene,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a251d38000000001503e78a,https://www.xiaohongshu.com/explore/6a251d38000000001503e78a,700分和700万，第一个走出考场的考生直言！#高考[话题]#  #2026高考[话题]#  #高考现场[话题]#  #2026高考现场[话题]#  #高考加油[话题]# #第一位走出考场的考生[话题]#,700分和700万，第一个走出考场的考生直言！#高考[话题]#  #2026高考[话题]#  #高考现场[话题]#  #2026高考现场[话题]#  #高考加油[话题]# #第一位走出考场的考生[话题]#,"高考,2026高考,高考现场,2026高考现场,高考加油,第一位走出考场的考生",2026-06-07 15:26:48,2026-06-07,6629ba04fbd2dd6b,高***邦,北京,2442,234,200,165,3840,39,True,False,blessing,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a25407e000000001700959e,https://www.xiaohongshu.com/explore/6a25407e000000001700959e,北京 人大附中高考,"人大附中，高考首日,妈妈送考，附中校服，一步一稳。附中少年，加油#人大附中高考[话题]#  #人大附中[话题]#  #妈妈送考[话题]#  #高考加油[话题]# #人生的意义[话题]# #我们高处见[话题]# #高中[话题]# #小小高考拿下[话题]# #青春有很多样子[话题]# #不出意外的话[话题]#","人大附中高考,人大附中,妈妈送考,高考加油,人生的意义,我们高处见,高中,小小高考拿下,青春有很多样子,不出意外的话",2026-06-07 17:57:18,2026-06-07,abd38e2329e6a7ce,喵***i,广东,2082,202,190,86,3228,42,True,False,blessing,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a267d38000000000803e9b6,https://www.xiaohongshu.com/explore/6a267d38000000000803e9b6,高考年年有 年年“节目”不重样啊#高考[话题]#  #万万没想到[话题]#  #考试[话题]#  #高考加油[话题]#,高考年年有 年年“节目”不重样啊#高考[话题]#  #万万没想到[话题]#  #考试[话题]#  #高考加油[话题]#,"高考,万万没想到,考试,高考加油",2026-06-08 16:28:40,2026-06-08,aa3b21967e271fc9,娱***报,山西,2003,662,35,302,4036,37,True,False,blessing,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考现场,6a2693640000000016026dbe,https://www.xiaohongshu.com/explore/6a2693640000000016026dbe,直达赖子家族的高考现场🤥,额…这..很难吗🤥@桃黑黑 @桃黑黑（小号版） #桃黑黑[话题]# #桃米洗菜[话题]# #赖子家族[话题]# #二创[话题]# #同人产粮节[话题]#,"桃黑黑,桃米洗菜,赖子家族,二创,同人产粮节",2026-06-08 18:03:16,2026-06-08,bf9a65e72cdf803e,早***版,广东,1940,74,33,73,2333,48,True,False,general_discussion,A,account_a,2026-07-04T17:24:50
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考考场,6a254c9800000000070228b7,https://www.xiaohongshu.com/explore/6a254c9800000000070228b7,那些考场上的无语时刻,#搞笑[话题]# #黑色幽默[话题]# #真实还原[话题]# #吐槽[话题]# #反转剧情[话题]#,"搞笑,黑色幽默,真实还原,吐槽,反转剧情",2026-06-07 18:48:56,2026-06-07,ba93d3f3b7224585,来***斯,福建,62000,7919,16000,1420,128678,4,True,False,exam_scene,A,account_a,2026-07-04T17:16:43
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考考场,6a269b07000000001702c542,https://www.xiaohongshu.com/explore/6a269b07000000001702c542,谁懂啊··…扛楼路过考点，突然懂了读书的意,"扛着几百斤的沙袋，路过静悄悄的考场。
汗水和回忆一起模糊了视线。
原来，我那年错过的，不只是那场考试，更是那把能打开新世界的钥匙。
但人生不止一种考题，对吗?
#高考[话题]# #打工人[话题]# #人生感悟[话题]# #成年人的世界[话题]#","高考,打工人,人生感悟,成年人的世界",2026-06-08 18:35:51,2026-06-08,a66a977a244565fd,会***果,湖南,32000,31000,1010,18000,133030,3,True,False,exam_scene,A,account_a,2026-07-04T17:16:43
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考考场,6a27ed060000000036003e8f,https://www.xiaohongshu.com/explore/6a27ed060000000036003e8f,怎么有人在高考考场外出cos,#cos[话题]# #高考[话题]# #高考结束[话题]# #逆水寒手游[话题]#,"cos,高考,高考结束,逆水寒手游",2026-06-09 18:37:58,2026-06-09,cad919cc26bedf94,观***酒,安徽,9288,339,333,52,11069,26,True,False,exam_scene,A,account_a,2026-07-04T17:16:43
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考考场,6a256d2b00000000160276d0,https://www.xiaohongshu.com/explore/6a256d2b00000000160276d0,人大附中全国顶尖大学 高考学子霸气进考场#高考[话题]# #金榜题名[话题]#,人大附中全国顶尖大学 高考学子霸气进考场#高考[话题]# #金榜题名[话题]#,"高考,金榜题名",2026-06-07 21:07:55,2026-06-07,4c3295cb1c02ffce,小***学,北京,4556,464,740,130,7964,28,True,False,exam_scene,A,account_a,2026-07-04T17:16:43
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考考场,6a24ee91000000001603daa4,https://www.xiaohongshu.com/explore/6a24ee91000000001603daa4,2026年高考首场第一位走出考场的学子,#2026高考季[话题]# #2026年高考[话题]# #第一个走出考场的人[话题]#,"2026高考季,2026年高考,第一个走出考场的人",2026-06-07 12:07:45,2026-06-07,2192d548df922aaa,海***韵,陕西,952,274,52,11,1678,50,True,False,exam_scene,A,account_a,2026-07-04T17:16:43
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考考场,6a26c4280000000016025570,https://www.xiaohongshu.com/explore/6a26c4280000000016025570,广东考场静悄悄。,外省陪考人山人海，广东考场静悄悄。#广东高考[话题]##松弛感拉满[话题]##升学宴[话题]##文化差异[话题]#,"广东高考,松弛感拉满,升学宴,文化差异",2026-06-08 21:31:20,2026-06-08,0b4027029a4ec6a6,广***正,广东,172,15,452,15,1588,51,True,False,exam_scene,A,account_a,2026-07-04T17:16:43
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考考场,6a2512c30000000036000df4,https://www.xiaohongshu.com/explore/6a2512c30000000036000df4,镜头里，记录下长郡高考生的第一场“冲刺”,"长沙长郡高考第一场结束实拍！
从冲出考场的少年，到人群里的目光，每一张都是青春的样子！
十二年寒窗，此刻是自由的风，是向前的路！
愿接下来的考试也能如你们所愿，为每一个全力以赴的自己喝彩！[赞R][赞R][赞R]
·
📍长沙·长郡中学
·
#高考[话题]#
#长沙高考[话题]#
#高考冲刺[话题]#
#高考祝福[话题]#
#长郡中学[话题]#
#高考结束[话题]#
#高考现场[话题]#
#青春正澎湃[话题]#
#高考不是终点[话题]#
#朝气蓬勃的青春[话题]#","高考,长沙高考,高考冲刺,高考祝福,长郡中学,高考结束,高考现场,青春正澎湃,高考不是终点,朝气蓬勃的青春",2026-06-07 14:42:11,2026-06-07,ac149a959678cff2,柆*,湖南,166,16,14,19,278,56,True,False,blessing,A,account_a,2026-07-04T17:16:43
B001,2026高考,B001_P5,2026高考志愿填报,baseline_national_life_event,报志愿,6a40a71b000000001503ca40,https://www.xiaohongshu.com/explore/6a40a71b000000001503ca40,高考报志愿，抓住信息差有多重要❗️,#2026高考季[话题]# #2026志愿季[话题]# #报志愿[话题]# #志愿填报[话题]# #志愿填报指南[话题]# #志愿填报那些事[话题]# #高考志愿[话题]# #高考志愿征集[话题]# #滑档[话题]# #退档[话题]#,"2026高考季,2026志愿季,报志愿,志愿填报,志愿填报指南,志愿填报那些事,高考志愿,高考志愿征集,滑档,退档",2026-06-28 12:46:19,2026-06-28,0300bae9c24bc6e5,叫***醒,河北,58000,57000,1283,17000,209849,1,True,False,volunteer_decision,A,account_a,2026-07-04T17:38:57
B001,2026高考,B001_P5,2026高考志愿填报,baseline_national_life_event,selected_notes_B001_P5_chunk_002,6a41dcfc000000001101c641,https://www.xiaohongshu.com/explore/6a41dcfc000000001101c641,这几天报志愿被刷新认知的我,#高考志愿[话题]# #高考报志愿选专业[话题]# #填报志愿[话题]# #分数线[话题]#,"高考志愿,高考报志愿选专业,填报志愿,分数线",2026-06-29 10:48:28,2026-06-29,9201a1525a4ed553,小***）,广东,27000,1740,1797,3673,43217,3,True,False,score_result,A,account_a,2026-07-04T20:15:10
B001,2026高考,B001_P5,2026高考志愿填报,baseline_national_life_event,selected_notes_B001_P5_chunk_003,6a44fdba000000000702cddf,https://www.xiaohongshu.com/explore/6a44fdba000000000702cddf,“事以秘成，言以泄败”的含金量,#内容过于真实[话题]# #报志愿[话题]# #人心难测[话题]# #一人分饰多角[话题]# #晨哥儿[话题]# #原创[话题]# #剧情[话题]#,"内容过于真实,报志愿,人心难测,一人分饰多角,晨哥儿,原创,剧情",2026-07-01 19:44:58,2026-07-01,5ca3a066630659a9,晨***儿,上海,26000,1881,447,207,31517,4,True,False,volunteer_decision,A,account_a,2026-07-04T20:19:06
B001,2026高考,B001_P5,2026高考志愿填报,baseline_national_life_event,selected_notes_B001_P5_chunk_004,6a3fe9be0000000016024e11,https://www.xiaohongshu.com/explore/6a3fe9be0000000016024e11,帮妹妹填志愿越填越难受,"高考出分后帮忙妹妹填志愿，我想让妹妹去大城市，可因为家里经济很差，大概率未来妹妹读大学开支都是我承担。妹妹为了给我省钱一直在看学费便宜的学校。其实学费没差多少一年的学费我一两个月就攒下来了。
听见她说这几个便宜些真的很难受，她还太小只能看懂钱上数字的大小，却还不会称量未来的重量。她经常为了几块钱计较，怎么可能把自己放在上万元前面。#填志愿[话题]# #报志愿[话题]# #高考报志愿选专业[话题]# #高考志愿[话题]#","填志愿,报志愿,高考报志愿选专业,高考志愿",2026-06-27 23:18:22,2026-06-27,ebbef9cf178fc9c2,É***e,河北,14000,1166,714,264,19002,7,True,False,volunteer_decision,A,account_a,2026-07-04T20:23:04
B001,2026高考,B001_P5,2026高考志愿填报,baseline_national_life_event,selected_notes_B001_P5_chunk_005,6a4090ca0000000021015778,https://www.xiaohongshu.com/explore/6a4090ca0000000021015778,女生真的不要乱选工科！看到就是赚到！,"理科女生是可以学理工科的，但是
理科女生填报志愿千万别乱报工科！
很多专业看着分高热门，毕业找工作直接遭隐性歧视😭
采矿/测绘/土木/石油/资源勘查这类直接避雷
对口岗位常年野外驻场、下井、跑工地
企业招聘明里暗里优先男生，女生可选岗位少
还内卷
不是工科不能读，选对细分赛道才吃香
自动化、电气避开车间运维，冲编程研发
不想风吹日晒坐办公室，财会、计算机、师范
会友好很多
2026届女生填志愿，专业坑一定要提前避开！
感兴趣🉑进qun
#高考报志愿选专业[话题]# #理工科专业推荐[话题]# #高考志愿[话题]##避雷专业[话题]# #高考报志愿必看[话题]# #志愿填报[话题]# #女生报志愿[话题]# #2026高考季[话题]# #工科[话题]# #高考志愿规划[话题]#","高考报志愿选专业,理工科专业推荐,高考志愿,避雷专业,高考报志愿必看,志愿填报,女生报志愿,2026高考季,工科,高考志愿规划",2026-06-28 11:11:06,2026-06-28,efd803df5da7be4f,阿***姐,云南,10000,8081,413,1729,30859,5,True,False,volunteer_decision,A,account_a,2026-07-04T20:27:07
B001,2026高考,B001_P5,2026高考志愿填报,baseline_national_life_event,selected_notes_B001_P5_chunk_006,6a3f74b1000000002201bf10,https://www.xiaohongshu.com/explore/6a3f74b1000000002201bf10,填志愿不和家里人吵架的是这个👍#志愿填报[话题]# #高考[话题]##志愿[话题]#,填志愿不和家里人吵架的是这个👍#志愿填报[话题]# #高考[话题]##志愿[话题]#,"志愿填报,志愿,高考",2026-06-27 14:58:57,2026-06-27,bf7146d815378278,y*,安徽,8350,534,4949,685,25635,6,True,False,volunteer_decision,A,account_a,2026-07-04T20:31:02
