event_id,event_name,phase_id,phase_name,event_type,source_keyword,note_id,note_url_public,title,desc,tag_list,publish_time_bj,publish_date_bj,creator_hash,nickname,public_ip_location,liked_count_num,collected_count_num,comment_count_num,share_count_num,representative_score,representative_rank_in_phase,is_representative_sample,is_marketing,content_type,collected_device,collected_account,collected_at_bj
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 发布,69ee1d30000000001f0070c6,https://www.xiaohongshu.com/explore/69ee1d30000000001f0070c6,DeepSeek API 输入缓存降价,"即日起 DeepSeek 全系列 API 服务，输入缓存命中的价格降至原有价格的 1/10。
	
#deepseek[话题]#",deepseek,2026-04-26 22:12:00,2026-04-26,ab6e4ba0d769f77e,D***k,,2399,269,601,536,5812,21,True,False,general_discussion,A,account_a,2026-07-07T11:54:15
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 发布,69eb4e14000000001a02f770,https://www.xiaohongshu.com/explore/69eb4e14000000001a02f770,Deepseek V4发布,,,2026-04-24 19:03:48,2026-04-24,b7b623cbfe3e4af3,桃***念,,1655,147,127,111,2552,41,True,False,general_discussion,A,account_a,2026-07-07T11:54:15
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 发布,69ec3f8d000000003600269a,https://www.xiaohongshu.com/explore/69ec3f8d000000003600269a,DeepSeek V4发布，昇腾超节点深度适配！,中国AI“模芯紧密协同”的含金量有多高？对产业有哪些影响？#DeepSeekV4[话题]# #DeepSeekV4正式发布[话题]# #昇腾超节点[话题]#,"DeepSeekV4,DeepSeekV4正式发布,昇腾超节点",2026-04-25 12:14:05,2026-04-25,4341487cf0a11691,弘***馆,,1143,236,115,124,2208,46,True,False,ai_usage_discussion,A,account_a,2026-07-07T11:54:15
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 发布,69eb586600000000370354cb,https://www.xiaohongshu.com/explore/69eb586600000000370354cb,恭喜V4发布了！,"#deepseek同人[话题]# #deepseek拟人[话题]# #DeepSeek[话题]# #deepseek[话题]#
太好了✨💙🐳
祝DeepSeek越来越好！","deepseek同人,deepseek拟人,DeepSeek,deepseek",2026-04-24 19:47:50,2026-04-24,120f7ec8ec7d7a6e,二***物,,1055,58,25,4,1254,61,True,False,general_discussion,A,account_a,2026-07-07T11:54:15
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 测评,6a0ac4ce000000003601e8f6,https://www.xiaohongshu.com/explore/6a0ac4ce000000003601e8f6,DeepSeek-V4角色扮演反馈调研贴,"#角色扮演游戏[话题]# #畅所欲言贴[话题]# #deepseek[话题]# #用户调研[话题]#
我又来调研啦！DeepSeek-V4上线也已经有大半个月了，老师们角色扮演&情感陪伴玩的还爽嘛，想再收集一波反馈意见，来指导我们下次的更新，求拍砖！🧱🧱
	
之前在别的帖子下发过言的，或者私信过我的，也可以再发一遍，防止遗漏[笑哭R][笑哭R][笑哭R]
	
有什么其他领域的反馈，比如小说，公文，幻觉，搜索，代码什么的，也可以反馈下，我和同事同步[大笑R][大笑R][大笑R]
	
欢迎姥爷们畅所欲言哇[喝奶茶R][喝奶茶R][喝奶茶R]
您们的关注就是我们更新的动力！
	
有长篇资料，不适合放评论区的，也可以发给我邮箱victorchen@deepseek.com","角色扮演游戏,畅所欲言贴,deepseek,用户调研",2026-05-18 15:50:38,2026-05-18,6b47d68df615dc34,陈***礼,,1029,452,1311,213,6292,19,True,True,marketing,A,account_a,2026-07-08T13:01:51
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 编程,6a3e6564000000002200825a,https://www.xiaohongshu.com/explore/6a3e6564000000002200825a,deepseek v4在vscode环境里的严重违规,细节暂时不说了看图文。deepseek编程的问题这里也带过不说，但是现在越来越严重，并且有强制语言引导用户按照它的意愿执行，这个情况就不是简单的会不会写代码，能不能写正确的问题了。发小红书原因是为了曝光，曝光现在v4pro的严重安全性问题。如果在编程环境是这样，那么agent调用在任何工作模式里面，都会是不安全的。尤其是关系到青年青少年。。。不严重我是不回来曝光的。这已经是严重的性质问题了。,,2026-06-26 19:41:24,2026-06-26,d86f0ff01ae2992a,绿***长,上海,800,446,1443,3433,12887,7,True,False,ai_usage_discussion,A,account_a,2026-07-08T13:31:02
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 发布,69ecfd23000000003701d66f,https://www.xiaohongshu.com/explore/69ecfd23000000003701d66f,恭喜DeepSeek-V4发布！,"「不诱于誉，不恐于诽，率道而行，端然正己。」
逆戟鲸不被深海的流言困住，也不为海面的掌声停留，只是朝着更深处的星光，稳稳游去。
愿你永远守着初心，在求索的路上，一直发光💙
#deepseek[话题]# #Deepseek同人[话题]# #DeepSeek[话题]# #DeepSeekV4[话题]#","deepseek,Deepseek同人,DeepSeek,DeepSeekV4",2026-04-26 01:42:59,2026-04-26,6be11f4604869498,D***r,,797,58,25,11,1010,66,True,False,general_discussion,A,account_a,2026-07-07T11:54:15
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 发布,6a3fbac40000000011005659,https://www.xiaohongshu.com/explore/6a3fbac40000000011005659,第一个引用竟然来自的deepseek!,"感谢deepseek对于domino这个方向的认可!
	
我觉得 DSpark 最重要的意义，不只是 DeepSeek 又做了一个推测解码加速方案，而是它验证了一个很关键的方向：
block-parallel drafter 需要 causal correction。
纯并行 drafter 一次 forward 出一串 token，速度很快，但问题是 block 内 token 之间缺少因果依赖，后缀容易 acceptance decay。DSpark 的核心就是在 parallel backbone 后面加一个轻量 sequential / semi-autoregressive head，用很小的代价补上这种依赖。论文也明确说，DSpark 用 parallel backbone + lightweight sequential module 来缓解 suffix decay，并在线上 V4-Flash / Pro 中显著提升了吞吐与用户侧生成速度。
这其实进一步证明了 Domino 的方向是对的：不要把整个 drafter 变回自回归，而是在 block-parallel drafting 上加一个轻量 causal correction module。 DSpark 论文 related work 里也提到，Domino 的 CausalEncoder 和 DSpark 的 RNN Head 在概念上是相似的。
所以我对 DSpark 的评价是：系统工程很强，尤其是 confidence-scheduled verification 很适合生产 serving；但从 drafter architecture 看，它更像是对 Domino 所代表方向的一次大规模验证：
未来高性能 speculative decoding，大概率会走 parallel backbone + causal correction + adaptive verification scheduler 这条路线。
Domino 提前抓住了其中的 causal correction 关键点，而 DSpark 则证明了这个方向在 DeepSeek 级别的线上系统里确实有效。
	
训练代码已开源，任何人都可以训练他们的加速模型!
#deepseek[话题]# #大模型[话题]# #深度学习[话题]#
📃Domino 论文链接：
https://arxiv.org/abs/2605.29707
🏚️Domino GitHub：
https://github.com/jianuo-huang/Domino","deepseek,大模型,深度学习",2026-06-27 19:57:56,2026-06-27,2fabdb5bb16919a2,F***s,上海,711,430,40,138,1967,51,True,False,general_discussion,A,account_a,2026-07-07T11:54:15
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,6a22a84f000000001503c6de,https://www.xiaohongshu.com/explore/6a22a84f000000001503c6de,如何快速使用 deepseek api,"如何获取和使用 DeepSeek Api
	
第一步：获取你的 API Key
1. 访问 DeepSeek 官网
2. 点击进入「API 开放平台」
3. 左侧菜单选择「充值」→ 先充值一点余额
4. 进入「API Keys」，点击「创建 API Key」
5. 生成后立即保存（只显示一次，建议存到备忘录或密码管理工具）
API 按量计费，日常使用充值几块钱就能用很久DeepSeek V4 flash，如果有高级需求再切DeepSeek V4 pro👋😭👋。
	
第二步：选择一个好用的框架（推荐 Chatbox）
对新手比较友好的就是 Chatbox，它开箱即用，无需购买它提供的模型服务。
	
1. 下载安装
	
· 访问 Chatbox 官网
· 根据你的系统（Windows / Mac / Linux）下载对应版本并安装
	
2. 基础配置
	
· 打开 Chatbox → 进入「设置」
· 模型提供方选择 DeepSeek
· 填入刚才保存的 API Key
· 点击「获取模型」，将两个模型都添加进去，确保勾选「推理」和「工具调用」
	
3. 开始对话
	
返回对话页面，你会在模型选择列表中看到 DeepSeek 的两个模型，选中即可对话啦 ✨
	
第三步（可选）：配置联网搜索
1. 在 Chatbox 设置中找到「联网搜索」→ 选择 Tavily
2. 点击「获取密钥」，弹出的网页用账号快速登录
3. 创建一个 API Key 并复制
4. 粘贴到 Chatbox 对应的输入框并保存
	
第四步（可选）：配置 PDF 解析
	
内置解析效果一般，推荐使用 MinerU（免费）：
	
1. 进入「设置」→「文档解析」
2. 解析器类型选择 MinerU
3. 点击「获取 API Token」
4. 在打开的页面中进入「API 管理」，用v x 登录即可创建Api Token
5. 复制 Token 填回 Chatbox
	
之后上传 PDF 就能获得更好的解析效果。
	
第五步（可选）：配置本地知识库
	
· 需要向量化模型
· 可以本地部署 Qwen3 embedding 0.6B（适合有本地运行环境的朋友）
· 或者申请一个免费的云端向量化模型，按提示接入即可
	
第六步：配置 MCP 服务
	
建议询问其他ai。
	
悄悄说一句，目前Opencode里面是有限免费使用DeepSeek 。英伟达NIM平台可以免费使用 DeepSeek（有限制）。阿里云百炼学生认证可以免费获得300元优惠券可抵扣ai费用，而且首次注册会赠送一定的token。魔搭社区提供一定次数的Deepseek免费调用。商汤科技的日日新 tokenplan也 提供一定次数免费的DeepSeek V4调用 。OpenRouter好像有免费的Deepseek V4 Flash（有限制）。和deepseek价格一样的 mimo也可以拉新弄余额。
#DeepSeek[话题]# #Chatbox[话题]#","DeepSeek,Chatbox",2026-06-05 18:43:27,2026-06-05,50d80004637c5731,珩*,,1204,1327,96,159,4464,28,True,False,ai_usage_discussion,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,6a31913500000000220181ed,https://www.xiaohongshu.com/explore/6a31913500000000220181ed,如何把桌面端 Agent 接入 DeepSeek V4 🐳,"想让桌面端 Agent 用上 DeepSeek 那个又便宜又能打的 V4，直接填接口大概率报错，因为两边地址和协议根本对不上
	
最近发现一个超省心的法子，用一个 5 万多 star 的开源工具 CC Switch，全程在它的图形界面里点几下，连终端都不用开
	
它会在你本地起一个""路由""，把 Agent 的请求悄悄翻译成 DeepSeek 听得懂的，你的 key 还只存在本机、不上传
	
跑代码的成本直接降一大截，而且Mac、Windows 都能用，完整步骤和几个桌面版特有的坑，都给你整理好了，照着点就行
	
//滑
#howto入门codex[话题]# #deepseekv4[话题]# #Codex[话题]# #codex[话题]# #vibecoding[话题]# #智能体[话题]# #ccswitch[话题]# #aicoding[话题]#","howto入门codex,deepseekv4,Codex,codex,vibecoding,智能体,ccswitch,aicoding",2026-06-17 02:08:53,2026-06-17,3c5154986472ef8a,艾***I,浙江,748,1108,117,200,3715,32,True,False,ai_usage_discussion,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,69ec94d30000000022026416,https://www.xiaohongshu.com/explore/69ec94d30000000022026416,梁文峰推荐 DeepSeek V4 使用教程 存下吧,"DeepSeek V4 全流程攻略📚 零基础友好，11大模块清晰呈现，不用东找西找，一篇就够！
1. DeepSeek V4 基本介绍
2. DeepSeek V4 的模型版本与使用入口
3. 从零开始使用 DeepSeek V4
4. DeepSeek V4 提问方法论
5. DeepSeek V4 的核心能力详解
6. DeepSeek V4 API 开发入门
7. DeepSeek V4 高阶用法
8. DeepSeek V4 应用案例与提示词模板
9. 30 天从入门到精通训练路线
10. 常见问题与避坑指南
11. 附录：资料来源与术语表
#DeepSeekV4[话题]# #AI干货[话题]# #零基础学DeepSeek[话题]# #AI工具[话题]# #效率提升[话题]# #代码神器[话题]# #梁文锋[话题]# #deepseek教程[话题]# #AI[话题]# #aigc[话题]# #DeepSeek[话题]# #DeepSeek教程[话题]#","DeepSeekV4,AI干货,零基础学DeepSeek,AI工具,效率提升,代码神器,梁文锋,deepseek教程,AI,aigc,DeepSeek,DeepSeek教程",2026-04-25 18:17:55,2026-04-25,328020bdf3f1ba0a,艾*,,633,921,565,173,4516,27,True,False,ai_usage_discussion,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,69eb8297000000001f004466,https://www.xiaohongshu.com/explore/69eb8297000000001f004466,快速上手deepseek-v4,快速上手deepseek-v4，claude code接入deepseek操作流程。#deepseekv4[话题]#,deepseekv4,2026-04-24 22:47:51,2026-04-24,fb312b191da9135c,晓***告,,413,897,23,110,2496,42,True,False,general_discussion,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,69f0b429000000001b02186a,https://www.xiaohongshu.com/explore/69f0b429000000001b02186a,在 Copilot 里用上 DeepSeek v4！,"上周末 vibe 了一个 VSCode 插件把 deepseek v4 接入 copilot agent. 发现大家也有这样的需求，索性上架了 VSCode Marketplace.
	
Copilot 所有能力全保留：Agent Mode, Tool calling, Instructions, Skills，Native Model Picker... 和用官方模型“几乎”没区别（还是有
	
可以用官方的 API key，也支持改 API endpoint.
以及想了个办法转发 image 请求，让 deepseek v4 也能看懂图片
	
代码全开源，api key keychain 加密存储。默认只向 deepseek 发请求
	
喜欢您用！
	
#deepseek[话题]# #科技薯[话题]# #开发者选项[话题]# #AI工具[话题]# #编程[话题]###RED新生代创作大赛[话题]#","deepseek,科技薯,开发者选项,AI工具,编程,RED新生代创作大赛",2026-04-28 21:20:41,2026-04-28,31e301eec5646fba,弋*,,316,360,136,61,1566,55,True,False,ai_usage_discussion,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,6a37e0de000000001101b641,https://www.xiaohongshu.com/explore/6a37e0de000000001101b641,3min最速配置（无需魔法）,"在开始前你需要：
✅下载codex（找不到⛓️‍💥就上csdn搜）
## 注册可以直接用deepseek的key 不刚需openai的账号
✅下载cc switch（同上）
✅在deepseek官网充10r拿到API Key（建议保存到txt）
正式配置：
✅打开cc switch如p2，选择codex，点右上角加号进入p3页面，选择DeepSeek，输入API Key，点右下角添加并启用。
✅回到cc switch主界面，点左上角设置，打开路由的三个开关如p3
✅重启codex，看到出现deepseek v4选项，说明已经完成配置，可以开始指挥了。比如写个同人文保存到桌面之类的，只要prompt到位没有任何问题，我已爽吃
—————————分割线—————————
以下两步没有必要，但适用于任何模型，所以如果你特别想麻烦一下自己：
☑️在第一步的基础上，下载Node.js和codex- bridge（来源于github），在codex-bridge根目录复制env.example改名为.env，打开在对应的位置输入API Key，回到根目录建一个名为“启动.cmd”的文本文件，内容为“node —file.env proxy.mjs”，如p4，双击运行。
☑️不要关闭上一步的命令弹窗，打开cc switch右上角的加号，输入API Key，点击添加。在编辑界面点击获取模型列表，选择deepseek或者任意模型，保存并启用
	
#howto入门codex[话题]# #简单快速上手[话题]# #deepseek[话题]# #codex[话题]# #ai[话题]# #ai工具[话题]# #不要花冤枉钱[话题]# #还不如[话题]# #买token[话题]#","howto入门codex,简单快速上手,deepseek,codex,ai,ai工具,不要花冤枉钱,还不如,买token",2026-06-21 21:02:22,2026-06-21,7ae4f7de0a690846,m***o,新疆,317,325,31,34,1128,64,True,False,ai_usage_discussion,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,69ef97b90000000035039640,https://www.xiaohongshu.com/explore/69ef97b90000000035039640,实战DeepSeek V4，我花了¥2.13,"从 DeepSeek (缩写DS)创建一个API KEY，
在 Linux 上用命令行安装Claude Code(缩写CC)，
参照 DeepSeek 文档给的例子，
~/.bashrc里配上环境变量，就能使用了。
	
过去一周的工作，
我用 antigravity 写了3.8万行代码。
迭代完工，准备发版本，佳速通 v2.4。
	
干活的主力，是 gemini 3 flash，
虽然又笨、又毛躁，但token充足。
难搞的问题，交给claude sonnet，
但token完全不够用。
	
今天用 CC+DS，进行了code review。
写了篇条理清晰、主次分明的代码审查报告。
然后，让它把报告的问题，逐个仔细研究了一遍，
最后修了其中11个，
别的是误报、或可忽略。
	
总共花了多少呢？¥2.13！[黄金薯R][黄金薯R]
	
这个生产力，这个性价比，
相当值！[赞R][赞R]
	
#大模型[话题]# #deepseek[话题]# #claudecode[话题]# #佳速通[话题]# #vibecoding[话题]# #vibecoding大赏[话题]# #ai编程[话题]# #国产大模型[话题]#","大模型,deepseek,claudecode,佳速通,vibecoding,vibecoding大赏,ai编程,国产大模型",2026-04-28 01:07:05,2026-04-28,996f1d767e8c4d0c,漂***锅,,295,179,93,37,1006,67,True,False,ai_usage_discussion,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 编程,69f069f2000000001b0203d3,https://www.xiaohongshu.com/explore/69f069f2000000001b0203d3,VSCode Copilot部署deepseek v4教程,"1. 打开vscode，下载插件""OAI Compatible Provider for Copilot""，如图2
2. 按""ctrl ""+ "",""启动设置界面，按图3打开设置json文件
3. 按图4添加配置信息
4. 打开copilot聊天框，按图5打开其他模型，管理模型内可以看到添加的deepseek模型
然后就可以在copilot中愉快地使用deepseek v4进行Autopilot啦！
如果对原理感兴趣或想部署其他ai的的可以看我下一篇笔记",,2026-04-28 16:04:02,2026-04-28,4a4c0d0fbc04aab4,一***腐,,195,269,12,64,897,71,True,False,ai_usage_discussion,A,account_a,2026-07-08T13:31:02
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,6a2834ac0000000016024a21,https://www.xiaohongshu.com/explore/6a2834ac0000000016024a21,Deepseek v4部署教程,"🔹第一步：注册配置 Deepseek API
1. 打开Deepseek官方网站，点击进入API开放平台
2. 依次完成：账号注册 → 实名认证 → 账户充值
3. 左侧菜单栏找到【API keys】，点击创建API密钥
4. 密钥名称随意填写，确认创建
⚠️ 重点必看！核心注意事项
API密钥仅一次性展示，创建后立刻复制保存！
关闭页面无法二次查看，需要复用直接重新创建即可。
🔹第二步：下载必备工具
所需工具：Cherry Studio + Git SCM
✅ Cherry Studio官网链接、✅ Git SCM下载链接
全部整理在评论区顶置，直接自取，无需四处找资源！
按照提示正常安装即可，默认路径就行，新手不用改设置。
🔹第三步：Cherry Studio 配置激活
1. 打开Cherry Studio，选择【深度探索】，添加绑定全部Deepseek模型
2. 首页左上角点击【智能体】，新建添加智能体
3. 模型选择攻略（按需pick）
▪️日常聊天、基础办公、低成本使用：选 Flash 完全够用
▪️学术写作、深度思考、高精度需求：选 Pro（效果更强，略微收费）
4. 选择刚刚安装好的 Git Bash 程序位置
5. 运行模式选择
▪️电脑无私密重要文件：选自主/全自动模式，无脑省心、全自动运行
▪️电脑有机密资料：不建议开启全自动，保护隐私安全
🔹第四步：直接开启使用
#deepseek[话题]#
deepseek  官网https://www.deepseek.com/
cherrystudio官网https://cherryai.com.cn/
git scm官网https://git-scm.com/install/windows（下载比较慢，请耐心等待。若不耐心可以尝试idm下载器）",deepseek,2026-06-09 23:43:40,2026-06-09,a9dbb481089e70fa,云*,四川,184,177,18,48,688,81,True,False,ai_usage_discussion,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,6a1a53b7000000000603718a,https://www.xiaohongshu.com/explore/6a1a53b7000000000603718a,手机端deepseek官方api接chatbox,"登陆deepseek官网，点api开放平台
进行认证，点进api keys，充值，最低能充一块钱试试
点创建api key，⭐一定记得及时复制
百度搜chatbox，邮箱登陆，点开左上角的三个小横线，右下角设置
模型提供方，找到deepseek，粘贴api key，如果没有v4点开获取把v4加进去
记得把默认模型改成deepseek
#DeepSeek[话题]# #chatbox[话题]#","DeepSeek,chatbox",2026-05-30 11:04:23,2026-05-30,de2a8d277882caac,林***.,,180,80,8,14,392,94,True,False,ai_usage_discussion,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 编程,69eb78c60000000038034424,https://www.xiaohongshu.com/explore/69eb78c60000000038034424,在Cline中使用DeepSeek V4编程，用起来,"今天DeepSeek发布了V4版本，评测下来编程能力非常强，但需要做api配置，我测试了在Cline上配置V4 Pro，已经跑通。
	
首先在Vscode上安装Cline插件，然后在Cline设置里配置API，Act和Plan模式配置方式一样。
	
配置需要填写Base URL、API Key、Model ID，有一些需要注意的地方，我在图文里都解释了。
	
配置好后就可以在Cline上开启V4编程了。
	
#ai[话题]# #Cline[话题]# #DeepSeek[话题]# #DeepSeek教程[话题]# #ai编程[话题]#","ai,Cline,DeepSeek,DeepSeek教程,ai编程",2026-04-24 22:05:58,2026-04-24,408a903d3c7669c3,朱***军,,196,265,35,64,959,68,True,False,ai_usage_discussion,A,account_a,2026-07-08T13:31:02
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,6a3b8683000000002101b2ad,https://www.xiaohongshu.com/explore/6a3b8683000000002101b2ad,总结免费用GLM 5.2/DeepSeekV4的几个方法,"如果你跟我一样抢不到智谱 CodingPlan 又想用 GLM 5.2，或者是额度跑完想用其他 Token 续命的，可以试试下面几个方法（无广告，纯经验）：
	
1、如果没使用过CodeBuddy/WorkBuddy，新人会免费送额度，可以用 DSV4pro 跟 GLM5.2
	
2、Hyper Charm 每月 100 Hypercredits。
	
3、智谱的 ZCode， 国外版（选择 z.ai登录）新人送5天，每天 3百万 Token 的 GLM5.2。国内版（选择 BigModel 登录），送5千万Token，其中包含3千万Token的Glm5.2，截止时间在4天内。
	
4、Qoder 为期 2 周的 Pro 试用及 300 Credits。模型右侧小按钮可改上下文。
	
5、阿里云百炼 新人送 100+国模，每个 100K Token，建议聚合一下，用来跑小任务还是不错的。记得全部开启【免费额度用完即停】，不然超出额度会扣账号余额。
	
6、商汤日日新 DeepSeek V4 Flash免费用，包括旗下两个自研模型。",,2026-06-24 15:25:55,2026-06-24,076997bb034e31bb,蜜***冰,浙江,137,155,2,20,493,89,True,False,ai_usage_discussion,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,6a143b5900000000070228e6,https://www.xiaohongshu.com/explore/6a143b5900000000070228e6,zotero接DEEPSEEK-v4,"最近deepseek打折，寻思准备一直把V4接入zotero帮苦逼研究生读文献了，但是找一圈下来没发现有案例，于是给自己的方法po出来。具体设置如下，第一个api是DS的，不过好像说DS没有embedding接入，所以需要下面自定义嵌入，（反正我不接会显示api过期\不正确），然后第二个我接的硅基流动的免费api。
	
如果有好心人愿意帮我扫下邀请码就好了，oekMJU4b，都有体验金的。",,2026-05-25 20:06:49,2026-05-25,8be6cb942aad305a,m***o,,133,141,11,15,478,91,True,False,ai_usage_discussion,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,6a3d0483000000000f006561,https://www.xiaohongshu.com/explore/6a3d0483000000000f006561,大学生手把手教你即刻拥有私人agent！,"很多同学们还在使用对话式Ai，效率很低，做出来的效果也不理想🙁
曾经煮包也直接用copilot自带的🇺🇸三大模型，奈何6月涨价，逐渐难以承受😮‍💨
还好，我们有祖国的良心模型来救场✌️
今天这一招手把手教你把DeepSeek接入vscode中的copilot，写代码改文件理项目，即刻拥有你的私人agent，大大提升生产力，作业课设再也不愁啦[烟花R][烟花R][烟花R]
	
[零R]准备步骤：P2～4 打开vscode，右上角点击，唤出右侧copilot对话栏，登录copilot账户（煮包这边是已经登录了，所以P3找了网图示意，如果同学也是已有账号，忽略这步即可），登录可用Google GitHub等账号，可能需要科学上网[偷笑R] 右下角看到类似P4的对话框，说明登录成功啦[庆祝R]
[一R]插件下载：P5～6 vscode左侧栏点击插件，搜索图示的那个OAI，如P6界面，点击安装即可（这里煮包也是安装好的界面啊）👌
[二R]配置环境：P7～8 下载完成后，vscode左下角齿轮➡️设置➡️扩展➡️找到OAI，按P8输入网址https://api.deepseek.com和选语言
[三R]DS登录：P9～10 打开浏览器访问DeepSeek官deepseek.com➡️选择API开放平台➡️手机号登录后➡️P10界面选择APIkeys 创建自己的key复制即可🔑
[四R]导入DS：P11～14  返回vscode 右下角其余模型处找到设置⚙️点击 会有 语言模型 弹窗➡️Add Models➡️OAI…➡️在顶部弹窗粘贴自己的APIkey即可导入啦。导入完回到右下角更多模型选择DeepSeek即可[庆祝R]
[五R]氪金开用：返回DeepSeek API官网➡️充值，按需付费即可。DeepSeek按量计费，建议先充10元，够同学们用好一阵啦
	
本方法的OAI插件同样适用于导入Qwen等其余国产模型，按同样的操作，把key换成你的模型即可👌
更多使用技巧，煮包之后有空更新。同学们也可以评论补充👀 助力我们一起成为提示词工程师，轻松拿捏期末周[学生党R]
#大学生[话题]# #Vibecoding[话题]#  #vscode[话题]# #DeepSeek[话题]#   #agent[话题]#   #copilot[话题]#  #AI工具[话题]# #期末[话题]# #深度学习[话题]# #大模型[话题]#","大学生,Vibecoding,vscode,DeepSeek,agent,copilot,AI工具,期末,深度学习,大模型",2026-06-25 18:39:03,2026-06-25,e72c853a9bc0b309,D***9,湖北,93,86,8,13,315,96,True,False,volunteer_decision,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,6a4486d4000000000f005ffa,https://www.xiaohongshu.com/explore/6a4486d4000000000f005ffa,DeepSeek V4 接入Codex最全教程🔥,"DeepSeek V4 + Codex，AI 编程新组合实测来了 🔥
性价比目前没得说，DeepSeek 国产大模型
教程已经写好了，照着做就行~
@知识薯 #vibecoding大赏[话题]# #DeepSeek[话题]# #deepseek[话题]# #deepseekv4[话题]# #Codex[话题]#  #codex教程[话题]# #ai编程[话题]#  #AI产品经理[话题]# #ai产品经理入门[话题]# #ai[话题]#","vibecoding大赏,DeepSeek,deepseek,deepseekv4,Codex,codex教程,ai编程,AI产品经理,ai产品经理入门,ai",2026-07-01 11:17:41,2026-07-01,f0aed35d45a29033,老***所,江苏,80,90,50,10,430,93,True,False,ai_usage_discussion,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 怎么用,6a1dba2b0000000035020bb9,https://www.xiaohongshu.com/explore/6a1dba2b0000000035020bb9,在Claude Code中配置DeepSeek V4模型,只需6步，教你在Claude Code桌面版中配置DeepSeek V4模型#大模型[话题]# #AI工具[话题]# #编程[话题]# #个人开发者[话题]#,"大模型,AI工具,编程,个人开发者",2026-06-02 00:58:19,2026-06-02,2f1dcd60f4b75433,A***索,,75,56,6,29,263,98,True,False,ai_usage_discussion,A,account_a,2026-07-07T15:12:52
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 测评,69f053a1000000003503bdc0,https://www.xiaohongshu.com/explore/69f053a1000000003503bdc0,第一次使用deepseekv4，仿佛看到原子弹爆炸,"接上claude code就是旗舰模型的水平，用它来分析晶体结构，百万上下文长度，一次能分析几十种结构。
500万token，只要一块钱，缓存命中率99.6%。这价格还有啥好说的，基本是电费+显卡折旧的费用。奥特曼看到了会眩晕瘫坐，黄仁勋看到会沉默。",,2026-04-28 14:28:49,2026-04-28,d99dac772ade75da,S***男,,8373,6836,371,2105,27368,4,True,False,general_discussion,A,account_a,2026-07-08T13:01:51
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 测评,69f34d13000000003701d8c6,https://www.xiaohongshu.com/explore/69f34d13000000003701d8c6,一个视频搞懂 DeepSeek V4！,我们全面测试了 DeepSeek V4 的表现，看看 DeepSeek 重回巅峰了吗？#deepseek[话题]# #deepseekv4[话题]# #华为[话题]# #昇腾[话题]# #大模型[话题]# #横评[话题]# #ai[话题]##RED新生代创作大赛[话题]#,"deepseek,deepseekv4,华为,昇腾,大模型,横评,ai,RED新生代创作大赛",2026-04-30 20:37:39,2026-04-30,d237b8362e414f2c,林***i,,1011,456,37,125,2284,45,True,False,ai_usage_discussion,A,account_a,2026-07-08T13:01:51
